Site name,Beech Boy Site (Year),Beech Boy Code,Beech Boy Survey,Site code,Country Code,Country,Site area (ha),Area of study (ha),Dead wood sampling method,Latidute N (new),Longitude E (new),Altitude (m),Altitude average (m),Altitude (STRM),Annual precipitation (diff. sources) (mm),Precipitation of Warmest Quarter (bio18),Precipitation in vegetation period,Annual precipitation (Bio12) (mm),Annual evaporation (mm),Water balance (prec - evap),Snow cover (MODIS MYD10v5),Mean temperature of the warmst month,Max temp. of warmest month (Bio5),Mean temperature of the coldest month,Min temp. of coldest month (Bio6),Temp. Annual range (Bio7),Mean annual temperature,Mean temperature in vegetation period,Mean Temperature of Warmest Quarter (Bio10),Annual Mean Temp. (Bio1),"Soil type (FAO85-LEV1, EU soil atlas)",Ellenberg quotient (Q),Lang Quotient (Based on WorldClim),CORINE 2006,Main tree species (only tree species with more than 10 m3 living volume),Forest type BEAR,Beech proportion,Deciduous proportion (minus beech),Conifer proportion,Eunis (only dominating forest type),Forest type (Natura 2000) EU-habitat Directive,Natural Disturbance - Wind,Natural Disturbance - Snow,Natural Disturbance - Waterlogging,Natural Disturbance - Drought,Natural Disturbance - Insects,Natural Disturbance - Fungi,Reserve established (year),Reserve age,Reserve classification,Virgin forest,Former coppice,Former high forest,Former wood pasture,Living tree volume (m3 ha-1) TOTAL, Living tree volume (m3 ha-1) Fagus,Living tree volume (m3 ha-1) Quercus,Living tree volume (m3 ha-1) Fraxinus,Living tree volume (m3 ha-1) Acer,Living tree volume (m3 ha-1) Other decideuous, Living tree volume (m3 ha-1) Abies,Living tree volume (m3 ha-1) Picea,Living tree volume (m3 ha-1) Other coniferous,Living tree volume (m3 ha-1) Minimum dbh recorded (cm),Living tree volume (m3 ha-1) Year recorded,Snag & standing dead trees  volume (m3 ha-1) TOTAL,Snag & standing dead trees  volume (m3 ha-1) Fagus,Snag & standing dead trees  volume (m3 ha-1) Quercus,Snag & standing dead trees  volume (m3 ha-1) Fraxinus,Snag & standing dead trees  volume (m3 ha-1) Acer,Snag & standing dead trees  volume (m3 ha-1) Other decideuous,Snag & standing dead trees  volume (m3 ha-1) Abies,Snag & standing dead trees  volume (m3 ha-1) Picea,Snag & standing dead trees  volume (m3 ha-1) Other coniferous,Snag & standing dead trees  volume (m3 ha-1) Minimum dbh recorded (cm),Snag & standing dead trees  volume (m3 ha-1) Year recorded,Fallen log volume (m3 ha-1) TOTAL,Fallen log volume (m3 ha-1) Fagus,Fallen log volume (m3 ha-1) Quercus,Fallen log volume (m3 ha-1) Fraxinus, Fallen log volume (m3 ha-1) Acer,Fallen log volume (m3 ha-1) Other decideuous,Fallen log volume (m3 ha-1) Abies,Fallen log volume (m3 ha-1) Picea,Fallen log volume (m3 ha-1) Other coniferous,Fallen log volume (m3 ha-1) Minimum dbh recorded (cm),Fallen log volume (m3 ha-1) Year recorded,Total dead volume (m3 ha-1) TOTAL,Total dead volume (m3 ha-1) Fagus,Total dead volume (m3 ha-1) Quercus,Total dead volume (m3 ha-1) Fraxinus,Total dead volume (m3 ha-1)  Acer,Total dead volume (m3 ha-1) Other decideuous,Total dead volume (m3 ha-1) Abies,Total dead volume (m3 ha-1) Picea,Total dead volume (m3 ha-1) Other coniferous,Dead/living volume (%),Snag/log ratio (%),No. of sampled trees,Decay stages of CWD4,Beech Boys average dbh,Beech Boys average DC,Beech Boys average moss cover,Beech Boys average bark cover,Beech Boys average soil contact,Beech Boys number of logs,Beech Boys number of species,Beech Boys Chao2 estimated species richness (based on n=20),Beech Boys number of fungi per log,Vegetation (Nerea),UTMY,UTMX,UTMzone,Connectivity 1 km,Connectivity 10 km,Connectivity 100 km,Beech Boys Region
Schwarzwihrberg,,,,DE_Schwa,DE,Germany,24.4,1.0,PP,,,ca. 700,700,,619,,,790,222,568,16.4,13.7,20.8,-5.3,-6.4,27.2,4.5,,,6.3,B,22.1,125,25,Fa,F5a,.,.,.,.,.,,,,,,,1978,36,0,,,,,876,.,.,.,.,.,.,.,.,.,1991,13,.,.,.,.,.,.,.,.,.,1991,60,.,.,.,.,.,.,.,.,.,1991,73,.,.,.,.,.,.,.,.,0.08,0.18,,,,,,,,,,,,,,,,,,,
Seebuchet,,,,,DE,Germany,,,,,,,,,,,,1002,371,631,15.2,,21.7,,-4.9,26.6,,,,7.6,L,,132,24,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrahn,,SER,2018_10,DE_Serr,DE,Germany,43.0,43.0,SP,53.33940468,13.20283039,70-120,95,,569,,,587,414,173,9.3,17.2,21.6,-0.6,-3.4,25.1,8.4,,,7.9,Q,30.2,74,23,"Fa, Qu, Pi",F5a,0.93,0.04,0.03,G1.63,9130,W,,,,I,F,1977,37,0,,,H,P,458,425,18,0,0,0,0,1,14,7,1999,44,32,3,0,0,0,0,0,9,7,1999,91,86,4,0,0,0,0,0,1,15,1999,135,117,7,0,0,0,0,0,11,0.30,0.33,,,,,,,,,,,,,,,,,,,
Sommerberg,,,,DE_Somm,DE,Germany,43.0,43.0,SP,,,395,395,,793,,,,,0,,15.0,,0.0,,,8.5,,,,,18.9,NA,,"Qu, Fa, Ca, Pi, Pi",F5a,0.34,0.54,0.12,,,,,,,,,1994,20,0,,,,,333,114,132,0,0,47,0,16,24,7,1995,5,.,.,.,.,.,.,.,.,7,1995,16,.,.,.,.,.,.,.,.,7,1995,21,.,.,.,.,.,.,.,.,0.06,0.24,,,,,,,,,,,,,,,,,,,
Steinäusle,,,,,DE,Germany,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stöberhai,,,,DE_Stob,DE,Germany,14.6,1.9,PP,,,530-700,615,,1312,,519,1091,424,667,19.6,12.0,18.7,-4.2,-5.1,23.8,6.1,12.3,,5.8,,10.9,188,,"Fa, Pi",F5a,0.85,0.00,0.15,G1.61,9110,W,,,,,,1972,42,0,,,H,,622,527,0,0,0,0,0,96,0,7,2000,20,9,0,0,0,0,0,11,0,7,2000,35,18,0,0,0,1,0,17,0,7,2000,55,27,0,0,0,1,0,28,0,0.09,0.36,,,,,,,,,,,,,,,,,,,
Untereck,,,,,DE,Germany,,,,,,,,,1004,,492,1057,459,598,13.8,,22.4,,-4.3,26.7,6.4,12.8,,7.8,B,,136,24,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vilm,,,,DE_Vilm,DE,Germany,20.0,20.0,SP,,,0-10,5,2,561,,,546,387,159,5.6,16.9,21.1,0.4,-2.5,23.6,8.3,,,8.3,G,30.1,66,23,"Fa, Qu, Ac, Ca",F5a,0.65,0.35,0.00,G1.63,9130,W,,,,,,1936,78,1,,,H,,561,362,94,0,87,18,0,0,0,7,1997,43,30,12,0,0,1,0,0,0,7,1997,106,94,8,0,2,2,0,0,0,7,1997,149,124,20,0,2,3,0,0,0,0.27,0.29,,,,,,,,,,,,,,,, 0.58    , 0.80    , 0.59    ,
Vilm N,,,,,DE,Germany,20,,,,,02/10/2013,,,,,,546,387,159,5.6,16.9,21.1,0.4,-2.5,23.6,8.3,,,8.3,G,30.1,66,23,"Fa,Qu, Ac, Ca",,,,,,,,,,,,,,2014,,,,,,561,,,,,,,,,7 cm,,43,,,,,,,,,7 cm,1997,106,,,,,,,,,7 cm,,149,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,
Vogelherd,,,,DE_Voge1,DE,Germany,10.6,1.0,PP,,,480-500,490,,1050,,,992,287,705,19.3,12.0,19.6,-4.2,-3.9,23.7,4.8,,,6.9,B,11.4,144,24,Fagus,F5a,1.00,0.00,0.00,G1.61,9110,W,,,,,F,1972,42,0,,,H,,439,439,0,0,0,0,0,0,0,7,1996,3,3,0,0,0,0,0,0,0,7,1996,23,22,0,0,0,1,0,0,0,7,1996,27,25,0,0,0,1,0,0,0,0.06,0.12,,,,,,,,,,,,,,,,,,,
Vogelherd,,,,DE_Voge2,DE,Germany,10.6,1.0,PP,,,475-500,490,,1029,,438,992,287,705,19.3,12.0,19.6,-4.2,-3.9,23.7,7.3,13.3,,6.9,B,11.4,144,24,"Fa, Pi, Qu",F5a,1.00,0.00,0.00,G1.61,9110,W,,,,,F,1972,42,0,,,H,,478,477,0,0,0,0,0,1,0,7,1999,3,3,0,0,0,0,0,0,0,7,1999,40,40,0,0,0,0,0,0,0,7,1999,43,43,0,0,0,0,0,0,0,0.09,0.06,,,,,,,,,,,,,,,,,,,
Waldhaus,2013,WAL,,DE_Wald,DE,Germany,90.7,10.9,SP,49.86336429,10.46729917,370-445,410,413,716,,332,690,431,259,7.4,18.2,22.8,-0.7,-4.2,27.0,8.1,14.9,,8.0,B,28.5,86,23,Fa,F5a,.,.,.,.,.,,,,,,,1978,36,0,,,,,780,.,.,.,.,.,.,.,.,.,1991,6,.,.,.,.,.,.,.,.,.,1991,115,.,.,.,.,.,.,.,.,.,1991,121,.,.,.,.,.,.,.,.,0.16,0.05,,,69,3.1,0.29,0.41,0.86,20,89,118,15.9,,,,, 4.66    , 2.34    , 1.82    ,
Waldhaus,,,,,DE,Germany,96.6,,,,,370-445,,,,,,690,431,259,7.4,18.2,22.8,-0.7,-4.2,27.0,8.1,14.9,,8.0,B,28.5,86,23,Fa,,,,,,,,,,,,,,2014,,,,,,480,,,,,,,,,?,,6,,,,,,,,,?,1991,84,,,,,,,,,?,,90,,,,,,,,,,0.19,,,,,,,,,,,,,,,, 4.66    , 2.34    , 1.82    ,
Weiherbuchet,,,,,DE,Germany,38.1,,,,,580-610,595,,1240,,689,966,468,498,13.0,,22.3,,-4.8,27.1,7.6,14.5,,7.8,L,,124,25,Fa,,,,,,,,,,,,,1978,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weislaufschlucht,,,,,DE,Germany,,,,,,,,,,,,725,504,221,10.5,,22.8,,-3.3,26.1,,,,8.6,B,,84,25,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weisweiler,,,,,DE,Germany,,,,,,,,,832,,420,688,609,79,2.0,,25.1,,-1.1,26.2,10.2,16.9,,10.4,J,,66,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweribach,,,,DE_Zwer,DE,Germany,75.8,9.3,SP,,,596-1004,800,,1493,,619,1157,238,919,18.0,15.0,20.7,-0.1,-4.3,25.0,7.4,13.6,,7.2,B,9.4,161,25,"Fa, Pi, Ab, Ac",F5b,0.42,0.09,0.49,.,.,,,,,,,1970,44,0,,,,,538,230,0,0,24,22,129,134,4,7,1999,21,4,0,0,0,2,7,8,0,7,1999,42,14,0,0,1,1,12,14,0,7,1999,63,18,0,0,1,3,19,22,0,0.12,0.33,,,,,,,,,,,,,,,,,,,
Alsohegy,,,,HU_Also,HU,Hungary,112.8,116.5,LT,48.54991043,20.69965321,470-550,510,,700,,,,,0,,18.5,,-4.0,,,8.0,,,,,26.4,NA,,"Ca, Qu, Fa, Fr",F5a,0.24,0.75,0.01,G1.63,9130,,,,,,,,NA,,,,H,,284,68,77,12,6,119,0,0,2,2,2001,19,.,.,.,.,.,.,.,.,2,2002,21,.,.,.,.,.,.,.,.,10,2002,40,.,.,.,.,.,.,.,.,0.14,0.48,,,,,,,,,,,,,,,, 6.25    , 3.13    , 1.78    ,
Kekes,2001,KEK,2001_10,HU_Kekes,HU,Hungary,54.8,63.0,LT,47.92358313,19.88974547,750-950,850,851,784,232,,739,458,281,12.0,15.5,21.3,-4.4,-8.1,29.4,6.1,,15.0,6.1,L,19.8,121,23,"Fa, Ti, Ac",F5a,1.00,0.00,0.00,G1.63,9130,,,,,,,1986,28,1,V,,,P,454,454,0,0,0,0,0,0,0,2,2001,15,.,.,.,.,.,.,.,.,2,2001,84,.,.,.,.,.,.,.,.,10,2002,99,.,.,.,.,.,.,.,.,0.22,0.15,97,1-6,,,,,,97,104,,8.8,Broadleaved,5308005,417072,34T, 5.83    , 2.06    , 1.47    ,R5
"Õserdõ, Bükk N.P.",2001,OSE,2001_10,HU_Bukk,HU,Hungary,59.3,27.9,LT,48.0597863,20.44604852,800-900,850,894,896,258,,758,451,307,14.9,15.5,20.9,-4.1,-8.5,29.4,6.1,,14.6,5.7,E,18.2,133,23,"Fa, Ac, Fr",F5a,0.89,0.11,0.00,G1.63,9130,,,,,,,1976,38,0,,,H,,765,678,0,20,67,0,0,0,0,2,2001,26,.,.,.,.,.,.,.,.,2,2001,138,.,.,.,.,.,.,.,.,10,2001,164,.,.,.,.,.,.,.,.,0.21,0.16,110,1-6,66,4.0,0.09,0.25,0.86,110,136,,11.7,Broadleaved,5323115,459020,34U, 3.96    , 2.04    , 1.55    ,R5
Iran site 1,,,,,IR,Iran,,,,36.22216866,52.52645337,,,714,,,,638,432,206,6.7,,31.2,,-1.9,33.2,,,,14.4,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran site 2,,,,,IR,Iran,,,,36.53404043,51.47861652,,,1103,,,,354,364,-10,4.2,,32.2,,-2.0,34.2,,,,14.4,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran site 3,,,,,IR,Iran,,,,37.36910884,55.89264082,,,656,,,,263,209,54,2.5,,34.2,,-0.8,35.0,,,,15.5,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biedano Valley,2012,BIV,2012_10,,IT,Italy,,,,42.25977301,12.49999308,,300,,,,,839,438,401,0.2,,30.4,,2.5,28.0,,,,14.7,B,,57,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.08    , 0.94    , 0.76    ,
Bracciano Martignano,2012,BRM,2012_10,,IT,Italy,143,,,42.17161255,12.16194635,,500,470,,,,734,517,217,0.0,,28.5,,3.1,25.4,,,,13.9,B,,53,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2.9,0.07,0.47,0.63,21,56,,7.1,Broadleaved,4670308,266168,33T, 0.98    , 0.66    , 0.61    ,R2
Coppo del Principe,2012,COP,2012_10,,IT,Italy,45,,,41.78264855,13.74951921,1500-1750,1200,1611,,,,806,413,393,16.9,,19.3,,-3.7,23.0,,,,8.1,E,,100,23,,,,,,,,,,,,,,,2014,,,,,,715,,,,,,,,,2.5,,91,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,62,2.9,0.22,0.49,0.70,20,61,66,9.2,Fagus,4627240,394476,33T, 6.95    , 4.47    , 0.96    ,R2
Fonte Regna,2012,FOR,2012_10,,IT,Italy,37,,,42.32409249,12.72101515,,750,811,,,,798,426,372,1.5,,24.7,,-0.8,25.5,,,,10.1,B,,79,23,,,,,,,,,,,,,,,2014,,,,,,540,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.9,0.28,0.53,0.67,20,49,,6.8,Broadleaved,4687824,312120,33T, 6.94    , 2.40    , 0.86    ,R2
Monte Cimino,2012,MOC,2012_10,,IT,Italy,60.0,,,42.40751817,12.201962,,1010,964,,,,707,570,137,0.6,,25.0,,0.4,24.6,,,,10.8,B,,65,23,,,,,,,,,,,,,,,2014,,,,,,707,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3.0,0.25,0.40,0.63,20,99,146,13.2,Broadleaved,4700209,269633,33T, 5.41    , 1.37    , 0.67    ,R3
Monte Foliano,2012,MOF,2012_10,,IT,Italy,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valle Cervara,2012,VAC,2012_10,,IT,Italy,24,,,41.8264267,13.74683937,1700-1850,1760,1666,1211,,,806,413,393,19.1,,19.8,,-3.4,23.2,7.2,,,6.5,E,,124,23,,,,,,,,,,,,,,,2014,,,,,,363.6,,,,,,,,,10,,21,,,,,,,,,,,122,,,,,,,,,,,143,,,,,,,,,0.39,,,,61.3,2.9,0.22,0.60,0.62,20,76,102,10.8,Fagus,4631681,394541,33T, 0.70    , 4.91    , 0.98    ,R2
Valle Cervara,,,,,IT,Italy,24,,,,,,,,,,,806,413,393,19.1,,19.8,,-3.4,23.2,7.2,,,6.5,E,,124,23,,,,,,,,,,,,,,,2014,,,,,,497,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.70    , 4.91    , 0.98    ,R2
Valle Cervara,,,,,IT,Italy,24,,,,,,,,,,,806,413,393,19.1,,19.8,,-3.4,23.2,7.2,,,6.5,E,,124,23,,,,,,,,,,,,,,,2014,,,,,,545,,,,,,,,,all,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,, 0.70    , 4.91    , 0.98    ,R2
Valle de Fontanella,,,,,IT,Italy,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valle Fondillo,2012,VAF,2012_10,,IT,Italy,48,,,41.74912696,13.87355914,,1130,1212,,,,802,402,400,22.3,,22.4,,-2.0,24.4,,,,8.5,E,,94,25,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3.0,0.12,0.49,0.63,21,53,93,6.4,Fagus,4622648,405219,33T, 6.94    , 4.15    , 0.94    ,R3
Barbia Gora Mt. NP,,,,PL_Barbi,PL,Poland,1.5,1.5,PP,49.59249392,19.52975608,920-1045,1000,,1350,,,,,0,,15.3,,-6.7,,,4.0,,,,,11.3,NA,,"Fa, Pi, Ab",F5b,0.44,0.00,0.56,G1.63,9130,,,,,,,1954,60,1,V,,,,537,234,0,0,0,0,137,166,0,6,1996,99,2,0,0,0,1,74,22,0,6,1996,168,35,0,0,0,0,87,46,0,6,1996,268,37,0,0,0,1,161,68,0,0.50,0.37,,,,,,,,,,,,,,,,,,,
Barbia Gora Mt. NP,,,,,PL,Poland,35,,,49.59249392,19.52975608,920-1045,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Ab, Pi",,,,,,,,,,,,,,2014,,,,,,553,,,,,,,,,>7 cm,,196,,,,,,,,,>7 cm,1992,141,,,,,,,,,>7 cm,,337,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,
Barbia Gora Mt. NP,,,,,PL,Poland,,,,49.59249392,19.52975608,1173-1503,,,1808+/-285,,,,,0,,5.5,,-2.7,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bieszczady Mts,,,,PL_Biesz,PL,Poland,1.3,1.3,PP,49.05873554,22.73190114,720-810,750,,1050,,,,,0,,14.8,,-5.3,,,5.0,,,,,14.1,NA,,"Fa, Pi",F5a,0.93,0.00,0.07,G1.63,9130,,,,,,,1973,41,1,V,,,,596,554,0,0,0,0,0,42,0,6,1998,34,24,0,0,0,0,0,0,0,6,1998,148,113,0,0,0,0,0,0,0,6,1998,183,137,0,0,0,0,0,0,0,0.31,0.19,,,,,,,,,,,,,,,, 6.94    , 5.13    , 1.95    ,
"Bieszczady Mts, Moczarne I",,,,,PL,Poland,0.25,,,,,930-1160,,,,,,,,0,,,,,,,,,,,,,NA,,"Ac, Fa",,,,,,,,,,,,,,2014,,,,,,391,,,,,,,,,>8 cm,,18,,,,,,,,,>8 cm,c.1994,27,,,,,,,,,>8 cm,,45,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,
"Bieszczady Mts, Moczarne II",,,,,PL,Poland,0.33,,,,,930-1160,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Ac",,,,,,,,,,,,,,2014,,,,,,545,,,,,,,,,>8 cm,,12,,,,,,,,,>8 cm,c.1994,51,,,,,,,,,>8 cm,,62,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,
"Bieszczady Mts, Rabia Skala I",,,,,PL,Poland,0.25,,,,,930-1160,,,,,,,,0,,,,,,,,,,,,,NA,,"Ac, Fa",,,,,,,,,,,,,,2014,,,,,,257,,,,,,,,,>8 cm,,5,,,,,,,,,>8 cm,c.1994,30,,,,,,,,,>8 cm,,35,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,
Gorce NP,,,,PL_Gorce,PL,Poland,1.6,1.6,PP,49.56410121,20.11784619,990-1025,1008,,1350,,,,,0,,15.3,,-6.7,,,5.0,,,,,11.3,NA,,"Fa, Pi, Ab",F5b,0.61,0.00,0.39,G1.63,9130,,,,,,,1981,33,1,V,,,,683,418,0,0,0,0,98,168,0,6,1991,71,11,0,0,0,0,37,23,0,6,1991,96,43,0,0,0,0,30,12,11,.,1991,167,54,0,0,0,0,67,35,11,0.25,0.42,,,,,,,,,,,,,,,,,,,
"Gorce NP, Lopuszna I",,,,,PL,Poland,0.6,,,,,990-1025,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Pi, Ab",,,,,,,,,,,,,,2014,,,,,,614,,,,,,,,,> 6 cm,,44,,,,,,,,,>6/8 cm,1991,135,,,,,,,,,?,,179,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,
"Gorce NP, Lopuszna II",,,,,PL,Poland,0.5,,,,,990-1025,,,,,,,,0,,,,,,,,,,,,,NA,,"Pi, Fa, Ab",,,,,,,,,,,,,,2014,,,,,,694,,,,,,,,,> 6 cm,,98,,,,,,,,,>6/8 cm,1991,93,,,,,,,,,?,,191,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,
"Gorce NP, Lopuszna II",,,,,PL,Poland,0.5,,,,,990-1025,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Ab, Pi",,,,,,,,,,,,,,2014,,,,,,742,,,,,,,,,> 6 cm,,71,,,,,,,,,>6/8 cm,1991,61,,,,,,,,,?,,132,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,
Swietokrzyski NP,,,,PL_Swiet,PL,Poland,451.0,1.0,PP,50.89082635,20.89200181,560-570,565,,608,,,,,0,,16.7,,-4.7,,,6.3,,,,,27.5,NA,,"Fa, Ab",F5b,0.52,0.02,0.47,G1.63,9130,,,,,,,1924,90,1,V,,,,362,188,0,0,0,6,169,0,0,8,1992,137,0,0,0,0,0,137,0,0,8,1992,144,4,0,0,0,1,100,0,0,8,1992,281,4,0,0,0,1,236,0,0,0.78,0.49,,,,,,,,,,,,,,,,,,,
Swietokrzyski NP I,,,,,PL,Poland,451,,,50.89082635,20.89200181,560-570,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Ab",,,,,,,,,,,,,,2014,,,,,,521,,,,,,,,,>8 cm,,109,,,,,,,,,>8 cm,1992,105,,,,,,,,,>8 cm,,214,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,
Swietokrzyski NP II,,,,,PL,Poland,451,,,50.89082635,20.89200181,560-570,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Ab",,,,,,,,,,,,,,2014,,,,,,203,,,,,,,,,>8 cm,,165,,,,,,,,,>8 cm,1992,183,,,,,,,,,>8 cm,,348,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,
Apuseni,2015,APU,2015,RO_Apuseni,RO,Romania,,26.0,,46.64051468,22.71509878,1285-1420,1350,1360,,,,924,359,565,34.8,,18.5,,-8.1,26.6,,,,4.6,B,,201,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,5.07,1.98,
Batrana (Hunedoara),,,,,RO,Romania,,,,,,,,702,,,,756,369,387,10.9,,23.4,,-5.8,29.2,,,,8.2,B,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crainovei,2015,CRA,2015,RO_Crainonei,RO,Romania,,23.6,,45.13063498,22.62877958,1000-1030,1015,1010,,,,869,370,499,18.4,,21.2,,-6.6,27.8,,,,6.6,B,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.95,1.95,
Gornovita (Leroni) Gorj,,,,,RO,Romania,,,,,,,,333,,,,652,410,242,9.6,,26.2,,-4.9,31.1,,,,10,L,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maramures Strambu-Baiot,,,,,RO,Romania,,,,47.64426291,24.02618079,,,941,,,,809,490,319,23.8,,20.4,,-9.1,29.5,,,,5.7,B,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerei Virgin Forest,2015,NER,2015,RO_Nerei,RO,Romania,4000.0,250.0,,45.14974371,22.09896688,1200-1350,1280,1300,,393,,992,368,624,21.1,,18.8,,-7,26.7,,,14.2,5.6,P/B,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,4.8,1.84,
NP Cozia,,,,,RO,Romania,,,,,,,,495,,,,649,375,274,5.7,,25.1,,-7.1,33.5,,,,8.8,B,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP Semenic Cheile Carasului,,,,,RO,Romania,,,,,,,,584,,,,728,384,344,9.9,,25.2,,-4.9,29.2,,,,8.8,E,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Padis Cetatile Ponorului,,,,,RO,Romania,,,,46.57253994,22.68723288,,,1189,,,,871,359,512,21.9,,19.8,,-7.5,27.3,,,,5.6,B,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
